Gene	Gene name
ENSG00000178691	SUZ12
ENSG00000178694	NSUN3
ENSG00000178695	KCTD12
ENSG00000178700	DHFR2
ENSG00000178718	RPP25
ENSG00000178719	GRINA
ENSG00000178726	THBD
ENSG00000178750	STX19
ENSG00000178752	ERFE
ENSG00000178761	FAM219B
ENSG00000178764	ZHX2
ENSG00000178776	C5orf46
ENSG00000178796	RIIAD1
ENSG00000178802	MPI
ENSG00000178809	TRIM73
ENSG00000178814	OPLAH
ENSG00000178826	TMEM139
ENSG00000178852	EFCAB13
ENSG00000178860	MSC
ENSG00000178878	APOLD1
ENSG00000178882	RFLNA
ENSG00000178896	EXOSC4
ENSG00000178904	DPY19L3
ENSG00000178913	TAF7
ENSG00000178921	PFAS
ENSG00000178922	HYI
ENSG00000178927	C17orf62
ENSG00000178935	ZNF552
ENSG00000178950	GAK
ENSG00000178951	ZBTB7A
ENSG00000178952	TUFM
ENSG00000178966	RMI1
ENSG00000178974	FBXO34
ENSG00000178982	EIF3K
ENSG00000178996	SNX18
ENSG00000178999	AURKB
ENSG00000179008	C14orf39
ENSG00000179010	MRFAP1
ENSG00000179021	C3orf38
ENSG00000179023	KLHDC7A
ENSG00000179029	TMEM107
ENSG00000179041	RRS1
ENSG00000179044	EXOC3L1
ENSG00000179046	TRIML2
ENSG00000179071	CCDC89
ENSG00000179083	FAM133A
ENSG00000179091	CYC1
ENSG00000179094	PER1
ENSG00000179104	TMTC2
ENSG00000179111	HES7
ENSG00000179115	FARSA
ENSG00000179119	SPTY2D1
ENSG00000179133	C10orf67
ENSG00000179134	SAMD4B
ENSG00000179144	GIMAP7
ENSG00000179148	ALOXE3
ENSG00000179151	EDC3
ENSG00000179178	TMEM125
ENSG00000179195	ZNF664
ENSG00000179222	MAGED1
ENSG00000179240	RP11-111M22.2
ENSG00000179241	LDLRAD3
ENSG00000179242	CDH4
ENSG00000179262	RAD23A
ENSG00000179271	GADD45GIP1
ENSG00000179284	DAND5
ENSG00000179292	TMEM151A
ENSG00000179295	PTPN11
ENSG00000179299	NSUN7
ENSG00000179300	ZCCHC5
ENSG00000179314	WSCD1
ENSG00000179335	CLK3
ENSG00000179344	HLA-DQB1
ENSG00000179348	GATA2
ENSG00000179361	ARID3B
ENSG00000179363	TMEM31
ENSG00000179364	PACS2
ENSG00000179387	ELMOD2
ENSG00000179388	EGR3
ENSG00000179399	GPC5
ENSG00000179409	GEMIN4
ENSG00000179431	FJX1
ENSG00000179454	KLHL28
ENSG00000179455	MKRN3
ENSG00000179476	C14orf28
ENSG00000179477	ALOX12B
ENSG00000179526	SHARPIN
ENSG00000179528	LBX2
ENSG00000179532	DNHD1
ENSG00000179542	SLITRK4
ENSG00000179562	GCC1
ENSG00000179583	CIITA
ENSG00000179588	ZFPM1
ENSG00000179593	ALOX15B
ENSG00000179604	CDC42EP4
ENSG00000179627	ZBTB42
ENSG00000179632	MAF1
ENSG00000179715	PCED1B
ENSG00000179750	APOBEC3B
ENSG00000179772	FOXS1
ENSG00000179820	MYADM
ENSG00000179833	SERTAD2
ENSG00000179841	AKAP5
ENSG00000179855	GIPC3
ENSG00000179862	CITED4
ENSG00000179869	ABCA13
ENSG00000179873	NLRP11
ENSG00000179889	PDXDC1
ENSG00000179902	C1orf194
ENSG00000179912	R3HDM2
ENSG00000179915	NRXN1
ENSG00000179918	SEPHS2
ENSG00000179922	ZNF784
ENSG00000179933	C14orf119
ENSG00000179941	BBS10
ENSG00000179943	FIZ1
ENSG00000179950	PUF60
ENSG00000179954	SSC5D
ENSG00000179958	DCTPP1
ENSG00000179965	ZNF771
ENSG00000179981	TSHZ1
ENSG00000179988	PSTK
ENSG00000180008	SOCS4
ENSG00000180011	ZADH2
ENSG00000180035	ZNF48
ENSG00000180071	ANKRD18A
ENSG00000180089	TMEM86B
ENSG00000180096	SEPT1
ENSG00000180098	TRNAU1AP
ENSG00000180104	EXOC3
ENSG00000180138	CSNK1A1L
ENSG00000180182	MED14
ENSG00000180185	FAHD1
ENSG00000180190	TDRP
ENSG00000180198	RCC1
ENSG00000180228	PRKRA
ENSG00000180251	SLC9A4
ENSG00000180257	ZNF816
ENSG00000180263	FGD6
ENSG00000180287	PLD5
ENSG00000180304	OAZ2
ENSG00000180316	PNPLA1
ENSG00000180318	ALX1
ENSG00000180329	CCDC43
ENSG00000180332	KCTD4
ENSG00000180336	MEIOC
ENSG00000180340	FZD2
ENSG00000180346	TIGD2
ENSG00000180347	CCDC129
ENSG00000180353	HCLS1
ENSG00000180354	MTURN
ENSG00000180357	ZNF609
ENSG00000180370	PAK2
ENSG00000180376	CCDC66
ENSG00000180423	HARBI1
ENSG00000180425	C11orf71
ENSG00000180440	SERTM1
ENSG00000180447	GAS1
ENSG00000180479	ZNF571
ENSG00000180488	MIGA1
ENSG00000180530	NRIP1
ENSG00000180535	BHLHA15
ENSG00000180537	RNF182
ENSG00000180543	TSPYL5
ENSG00000180549	FUT7
ENSG00000180596	HIST1H2BC
ENSG00000180611	MB21D2
ENSG00000180616	SSTR2
ENSG00000180626	ZNF594
ENSG00000180628	PCGF5
ENSG00000180644	PRF1
ENSG00000180660	MAB21L1
ENSG00000180667	YOD1
ENSG00000180720	CHRM4
ENSG00000180730	SHISA2
ENSG00000180758	GPR157
ENSG00000180773	SLC36A4
ENSG00000180776	ZDHHC20
ENSG00000180777	ANKRD30B
ENSG00000180787	ZFP3
ENSG00000180801	ARSJ
ENSG00000180806	HOXC9
ENSG00000180815	MAP3K15
ENSG00000180817	PPA1
ENSG00000180818	HOXC10
ENSG00000180822	PSMG4
ENSG00000180834	MAP6D1
ENSG00000180855	ZNF443
ENSG00000180881	CAPS2
ENSG00000180884	ZNF792
ENSG00000180891	CUEDC1
ENSG00000180900	SCRIB
ENSG00000180902	D2HGDH
ENSG00000180917	CMTR2
ENSG00000180921	FAM83H
ENSG00000180938	ZNF572
ENSG00000180957	PITPNB
ENSG00000180964	TCEAL8
ENSG00000180979	LRRC57
ENSG00000180992	MRPL14
ENSG00000180998	GPR137C
ENSG00000181007	ZFP82
ENSG00000181016	LSMEM1
ENSG00000181019	NQO1
ENSG00000181026	AEN
ENSG00000181027	FKRP
ENSG00000181029	TRAPPC5
ENSG00000181035	SLC25A42
ENSG00000181045	SLC26A11
ENSG00000181061	HIGD1A
ENSG00000181085	MAPK15
ENSG00000181090	EHMT1
ENSG00000181135	ZNF707
ENSG00000181163	NPM1
ENSG00000181191	PJA1
ENSG00000181192	DHTKD1
ENSG00000181222	POLR2A
ENSG00000181234	TMEM132C
ENSG00000181264	TMEM136
ENSG00000181274	FRAT2
ENSG00000181284	TMEM102
ENSG00000181315	ZNF322
ENSG00000181355	OFCC1
ENSG00000181381	DDX60L
ENSG00000181396	OGFOD3
ENSG00000181404	WASHC1
ENSG00000181409	AATK
ENSG00000181418	DDN
ENSG00000181433	SAGE1
ENSG00000181444	ZNF467
ENSG00000181449	SOX2
ENSG00000181450	ZNF678
ENSG00000181458	TMEM45A
ENSG00000181472	ZBTB2
ENSG00000181481	RNF135
ENSG00000181513	ACBD4
ENSG00000181541	MAB21L2
ENSG00000181555	SETD2
ENSG00000181577	C6orf223
ENSG00000181585	TMIE
ENSG00000181610	MRPS23
ENSG00000181625	SLX1B
ENSG00000181634	TNFSF15
ENSG00000181638	ZFP41
ENSG00000181649	PHLDA2
ENSG00000181666	HKR1
ENSG00000181690	PLAG1
ENSG00000181704	YIPF6
ENSG00000181722	ZBTB20
ENSG00000181754	AMIGO1
ENSG00000181788	SIAH2
ENSG00000181789	COPG1
ENSG00000181817	LSM10
ENSG00000181826	RELL1
ENSG00000181827	RFX7
ENSG00000181830	SLC35C1
ENSG00000181852	RNF41
ENSG00000181873	IBA57
ENSG00000181885	CLDN7
ENSG00000181894	ZNF329
ENSG00000181904	C5orf24
ENSG00000181924	COA4
ENSG00000181929	PRKAG1
ENSG00000181938	GINS3
ENSG00000181982	CCDC149
ENSG00000181991	MRPS11
ENSG00000182010	RTKN2
ENSG00000182013	PNMAL1
ENSG00000182022	CHST15
ENSG00000182054	IDH2
ENSG00000182087	TMEM259
ENSG00000182095	TNRC18
ENSG00000182103	FAM181B
ENSG00000182108	DEXI
ENSG00000182117	NOP10
ENSG00000182118	FAM89A
ENSG00000182134	TDRKH
ENSG00000182149	IST1
ENSG00000182150	ERCC6L2
ENSG00000182154	MRPL41
ENSG00000182158	CREB3L2
ENSG00000182175	RGMA
ENSG00000182179	UBA7
ENSG00000182180	MRPS16
ENSG00000182185	RAD51B
ENSG00000182195	LDOC1
ENSG00000182199	SHMT2
ENSG00000182208	MOB2
ENSG00000182224	CYB5D1
ENSG00000182247	UBE2E2
ENSG00000182261	NLRP10
ENSG00000182263	FIGN
ENSG00000182271	TMIGD1
ENSG00000182272	B4GALNT4
ENSG00000182287	AP1S2
ENSG00000182307	C8orf33
ENSG00000182318	ZSCAN22
ENSG00000182324	KCNJ14
ENSG00000182325	FBXL6
ENSG00000182326	C1S
ENSG00000182327	GLTPD2
ENSG00000182362	YBEY
ENSG00000182378	PLCXD1
ENSG00000182400	TRAPPC6B
ENSG00000182405	PGBD4
ENSG00000182446	NPLOC4
ENSG00000182463	TSHZ2
ENSG00000182472	CAPN12
ENSG00000182473	EXOC7
ENSG00000182481	KPNA2
ENSG00000182492	BGN
ENSG00000182504	CEP97
ENSG00000182511	FES
ENSG00000182512	GLRX5
ENSG00000182533	CAV3
ENSG00000182534	MXRA7
ENSG00000182541	LIMK2
ENSG00000182551	ADI1
ENSG00000182552	RWDD4
ENSG00000182568	SATB1
ENSG00000182578	CSF1R
ENSG00000182585	EPGN
ENSG00000182600	C2orf82
ENSG00000182606	TRAK1
ENSG00000182621	PLCB1
ENSG00000182636	NDN
ENSG00000182670	TTC3
ENSG00000182674	KCNB2
ENSG00000182685	BRICD5
ENSG00000182700	IGIP
ENSG00000182704	TSKU
ENSG00000182712	CMC4
ENSG00000182742	HOXB4
ENSG00000182747	SLC35D3
ENSG00000182749	PAQR7
ENSG00000182752	PAPPA
ENSG00000182774	RPS17
ENSG00000182782	HCAR2
ENSG00000182793	GSTA5
ENSG00000182795	C1orf116
ENSG00000182809	CRIP2
ENSG00000182810	DDX28
ENSG00000182827	ACBD3
ENSG00000182831	C16orf72
ENSG00000182836	PLCXD3
ENSG00000182858	ALG12
ENSG00000182866	LCK
ENSG00000182870	GALNT9
ENSG00000182871	COL18A1
ENSG00000182872	RBM10
ENSG00000182890	GLUD2
ENSG00000182898	TCHHL1
ENSG00000182901	RGS7
ENSG00000182903	ZNF721
ENSG00000182916	TCEAL7
ENSG00000182919	C11orf54
ENSG00000182923	CEP63
ENSG00000182944	EWSR1
ENSG00000182952	HMGN4
ENSG00000182957	SPATA13
ENSG00000182963	GJC1
ENSG00000182973	CNOT10
ENSG00000182979	MTA1
ENSG00000182985	CADM1
ENSG00000182986	ZNF320
ENSG00000182993	C12orf60
ENSG00000183011	NAA38
ENSG00000183020	AP2A2
ENSG00000183023	SLC8A1
ENSG00000183036	PCP4
ENSG00000183044	ABAT
ENSG00000183048	SLC25A10
ENSG00000183049	CAMK1D
ENSG00000183054	RGPD6
ENSG00000183060	LYSMD4
ENSG00000183072	NKX2-5
ENSG00000183077	AFMID
ENSG00000183087	GAS6
ENSG00000183092	BEGAIN
ENSG00000183098	GPC6
ENSG00000183111	ARHGEF37
ENSG00000183114	FAM43B
ENSG00000183117	CSMD1
ENSG00000183128	CALHM3
ENSG00000183137	CEP57L1
ENSG00000183155	RABIF
ENSG00000183166	CALN1
ENSG00000183172	SMDT1
ENSG00000183186	C2CD4C
ENSG00000183207	RUVBL2
ENSG00000183208	GDPGP1
ENSG00000183246	RIMBP3C
ENSG00000183248	PRR36
ENSG00000183255	PTTG1IP
ENSG00000183258	DDX41
ENSG00000183260	ABHD16B
ENSG00000183281	PLGLB1
ENSG00000183283	DAZAP2
ENSG00000183287	CCBE1
ENSG00000183291	SELENOF
ENSG00000183307	CECR6
ENSG00000183309	ZNF623
ENSG00000183323	CCDC125
ENSG00000183336	BOLA2
ENSG00000183337	BCOR
ENSG00000183340	JRKL
ENSG00000183346	C10orf107
ENSG00000183354	KIAA2026
ENSG00000183386	FHL3
ENSG00000183397	C19orf71
ENSG00000183401	CCDC159
ENSG00000183423	LRIT3
ENSG00000183426	NPIPA1
ENSG00000183431	SF3A3
ENSG00000183439	TRIM61
ENSG00000183474	GTF2H2C
ENSG00000183475	ASB7
ENSG00000183495	EP400
ENSG00000183496	MEX3B
ENSG00000183508	FAM46C
ENSG00000183513	COA5
ENSG00000183520	UTP11
ENSG00000183527	PSMG1
ENSG00000183530	PRR14L
ENSG00000183576	SETD3
ENSG00000183578	TNFAIP8L3
ENSG00000183579	ZNRF3
ENSG00000183605	SFXN4
ENSG00000183615	FAM167B
ENSG00000183617	MRPL54
ENSG00000183621	ZNF438
ENSG00000183624	HMCES
ENSG00000183647	ZNF530
ENSG00000183648	NDUFB1
ENSG00000183655	KLHL25
ENSG00000183665	TRMT12
ENSG00000183671	GPR1
ENSG00000183684	ALYREF
ENSG00000183688	RFLNB
ENSG00000183696	UPP1
ENSG00000183706	OR4N4
ENSG00000183718	TRIM52
ENSG00000183722	LHFP
ENSG00000183723	CMTM4
ENSG00000183726	TMEM50A
ENSG00000183735	TBK1
ENSG00000183741	CBX6
ENSG00000183742	MACC1
ENSG00000183751	TBL3
ENSG00000183762	KREMEN1
ENSG00000183763	TRAIP
ENSG00000183765	CHEK2
ENSG00000183770	FOXL2
ENSG00000183773	AIFM3
ENSG00000183775	KCTD16
ENSG00000183780	SLC35F3
ENSG00000183783	KCTD8
ENSG00000183785	TUBA8
ENSG00000183793	NPIPA5
ENSG00000183808	RBM12B
ENSG00000183814	LIN9
ENSG00000183826	BTBD9
ENSG00000183828	NUDT14
ENSG00000183844	FAM3B
ENSG00000183856	IQGAP3
ENSG00000183864	TOB2
ENSG00000183876	ARSI
ENSG00000183878	UTY
ENSG00000183888	C1orf64
ENSG00000183889	AC138969.4
ENSG00000183891	TTC32
ENSG00000183914	DNAH2
ENSG00000183943	PRKX
ENSG00000183955	KMT5A
ENSG00000183960	KCNH8
ENSG00000183963	SMTN
ENSG00000183977	PP2D1
ENSG00000183978	COA3
ENSG00000184005	ST6GALNAC3
ENSG00000184012	TMPRSS2
ENSG00000184014	DENND5A
ENSG00000184047	DIABLO
ENSG00000184058	TBX1
ENSG00000184083	FAM120C
ENSG00000184110	EIF3C
ENSG00000184154	LRTOMT
ENSG00000184162	NR2C2AP
ENSG00000184163	C1QTNF12
ENSG00000184178	SCFD2
ENSG00000184182	UBE2F
ENSG00000184185	KCNJ12
ENSG00000184194	GPR173
ENSG00000184203	PPP1R2
ENSG00000184207	PGP
ENSG00000184208	C22orf46
ENSG00000184209	SNRNP35
ENSG00000184216	IRAK1
ENSG00000184220	CMSS1
ENSG00000184226	PCDH9
ENSG00000184227	ACOT1
ENSG00000184232	OAF
ENSG00000184254	ALDH1A3
ENSG00000184258	CDR1
ENSG00000184270	HIST2H2AB
ENSG00000184271	POU6F1
ENSG00000184277	TM2D3
ENSG00000184281	TSSC4
ENSG00000184292	TACSTD2
ENSG00000184302	SIX6
ENSG00000184304	PRKD1
ENSG00000184307	ZDHHC23
ENSG00000184347	SLIT3
ENSG00000184349	EFNA5
ENSG00000184357	HIST1H1B
ENSG00000184363	PKP3
ENSG00000184368	MAP7D2
ENSG00000184378	ACTRT3
ENSG00000184381	PLA2G6
ENSG00000184384	MAML2
ENSG00000184402	SS18L1
ENSG00000184428	TOP1MT
ENSG00000184432	COPB2
ENSG00000184436	THAP7
ENSG00000184445	KNTC1
ENSG00000184451	CCR10
ENSG00000184465	WDR27
ENSG00000184470	TXNRD2
ENSG00000184481	FOXO4
ENSG00000184486	POU3F2
ENSG00000184492	FOXD4L1
ENSG00000184497	TMEM255B
ENSG00000184508	HDDC3
ENSG00000184517	ZFP1
ENSG00000184524	CEND1
ENSG00000184545	DUSP8
ENSG00000184557	SOCS3
ENSG00000184564	SLITRK6
ENSG00000184575	XPOT
ENSG00000184588	PDE4B
ENSG00000184602	SNN
ENSG00000184613	NELL2
ENSG00000184619	KRBA2
ENSG00000184634	MED12
ENSG00000184640	SEPT9
ENSG00000184659	FOXD4L4
ENSG00000184661	CDCA2
ENSG00000184672	RALYL
ENSG00000184675	AMER1
ENSG00000184677	ZBTB40
ENSG00000184678	HIST2H2BE
ENSG00000184702	SEPT5
ENSG00000184708	EIF4ENIF1
ENSG00000184709	LRRC26
ENSG00000184743	ATL3
ENSG00000184752	NDUFA12
ENSG00000184792	OSBP2
ENSG00000184831	APOO
ENSG00000184838	PRR16
ENSG00000184857	TMEM186
ENSG00000184863	RBM33
ENSG00000184867	ARMCX2
ENSG00000184887	BTBD6
ENSG00000184897	H1FX
ENSG00000184898	RBM43
ENSG00000184900	SUMO3
ENSG00000184903	IMMP2L
ENSG00000184905	TCEAL2
ENSG00000184916	JAG2
ENSG00000184922	FMNL1
ENSG00000184924	PTRHD1
ENSG00000184937	WT1
ENSG00000184939	ZFP90
ENSG00000184949	FAM227A
ENSG00000184967	NOC4L
ENSG00000184979	USP18
ENSG00000184985	SORCS2
ENSG00000184986	TMEM121
ENSG00000184990	SIVA1
ENSG00000184992	BRI3BP
ENSG00000185000	DGAT1
ENSG00000185002	RFX6
ENSG00000185008	ROBO2
ENSG00000185015	CA13
ENSG00000185019	UBOX5
ENSG00000185022	MAFF
ENSG00000185024	BRF1
ENSG00000185038	MROH2A
ENSG00000185043	CIB1
ENSG00000185046	ANKS1B
ENSG00000185049	NELFA
ENSG00000185085	INTS5
ENSG00000185088	RPS27L
ENSG00000185090	MANEAL
ENSG00000185101	ANO9
ENSG00000185104	FAF1
ENSG00000185112	FAM43A
ENSG00000185122	HSF1
ENSG00000185130	HIST1H2BL
ENSG00000185133	INPP5J
ENSG00000185155	MIXL1
ENSG00000185158	LRRC37B
ENSG00000185163	DDX51
ENSG00000185187	SIGIRR
ENSG00000185189	NRBP2
ENSG00000185215	TNFAIP2
ENSG00000185219	ZNF445
ENSG00000185220	PGBD2
ENSG00000185222	TCEAL9
ENSG00000185236	RAB11B
ENSG00000185246	PRPF39
ENSG00000185247	MAGEA11
ENSG00000185250	PPIL6
ENSG00000185252	ZNF74
ENSG00000185272	RBM11
ENSG00000185274	WBSCR17
ENSG00000185278	ZBTB37
ENSG00000185298	CCDC137
ENSG00000185304	RGPD2
ENSG00000185305	ARL15
ENSG00000185324	CDK10
ENSG00000185338	SOCS1
ENSG00000185339	TCN2
ENSG00000185340	GAS2L1
ENSG00000185344	ATP6V0A2
ENSG00000185345	PARK2
ENSG00000185347	C14orf80
ENSG00000185352	HS6ST3
ENSG00000185359	HGS
ENSG00000185386	MAPK11
ENSG00000185404	SP140L
ENSG00000185418	TARSL2
ENSG00000185420	SMYD3
ENSG00000185432	METTL7A
ENSG00000185436	IFNLR1
ENSG00000185437	SH3BGR
ENSG00000185442	FAM174B
ENSG00000185453	C19orf68
ENSG00000185475	TMEM179B
ENSG00000185477	GPRIN3
ENSG00000185479	KRT6B
ENSG00000185480	PARPBP
ENSG00000185482	STAC3
ENSG00000185483	ROR1
ENSG00000185504	FAAP100
ENSG00000185507	IRF7
ENSG00000185513	L3MBTL1
ENSG00000185515	BRCC3
ENSG00000185519	FAM131C
ENSG00000185522	LMNTD2
ENSG00000185532	PRKG1
ENSG00000185551	NR2F2
ENSG00000185559	DLK1
ENSG00000185561	TLCD2
ENSG00000185565	LSAMP
ENSG00000185567	AHNAK2
ENSG00000185585	OLFML2A
ENSG00000185591	SP1
ENSG00000185608	MRPL40
ENSG00000185614	FAM212A
ENSG00000185615	PDIA2
ENSG00000185619	PCGF3
ENSG00000185621	LMLN
ENSG00000185624	P4HB
ENSG00000185627	PSMD13
ENSG00000185630	PBX1
ENSG00000185633	NDUFA4L2
ENSG00000185634	SHC4
ENSG00000185651	UBE2L3
ENSG00000185658	BRWD1
ENSG00000185668	POU3F1
ENSG00000185669	SNAI3
ENSG00000185670	ZBTB3
ENSG00000185721	DRG1
ENSG00000185722	ANKFY1
ENSG00000185728	YTHDF3
ENSG00000185730	ZNF696
ENSG00000185737	NRG3
ENSG00000185745	IFIT1
ENSG00000185753	CXorf38
ENSG00000185760	KCNQ5
ENSG00000185761	ADAMTSL5
ENSG00000185787	MORF4L1
ENSG00000185798	WDR53
ENSG00000185800	DMWD
ENSG00000185808	PIGP
ENSG00000185811	IKZF1
ENSG00000185813	PCYT2
ENSG00000185818	NAT8L
ENSG00000185825	BCAP31
ENSG00000185838	GNB1L
ENSG00000185842	DNAH14
ENSG00000185860	CCDC190
ENSG00000185864	NPIPB4
ENSG00000185869	ZNF829
ENSG00000185875	THNSL1
ENSG00000185885	IFITM1
ENSG00000185900	POMK
ENSG00000185909	KLHDC8B
ENSG00000185917	SETD4
ENSG00000185920	PTCH1
ENSG00000185946	RNPC3
ENSG00000185947	ZNF267
ENSG00000185950	IRS2
ENSG00000185955	C7orf61
ENSG00000185960	SHOX
ENSG00000185963	BICD2
ENSG00000185973	TMLHE
ENSG00000186001	LRCH3
ENSG00000186007	LEMD1
ENSG00000186010	NDUFA13
ENSG00000186017	ZNF566
ENSG00000186020	ZNF529
ENSG00000186051	TAL2
ENSG00000186063	AIDA
ENSG00000186073	C15orf41
ENSG00000186081	KRT5
ENSG00000186088	GSAP
ENSG00000186106	ANKRD46
ENSG00000186111	PIP5K1C
ENSG00000186130	ZBTB6
ENSG00000186132	C2orf76
ENSG00000186136	TAS2R42
ENSG00000186141	POLR3C
ENSG00000186150	UBL4B
ENSG00000186153	WWOX
ENSG00000186166	CCDC84
ENSG00000186174	BCL9L
ENSG00000186184	POLR1D
ENSG00000186185	KIF18B
ENSG00000186188	FFAR4
ENSG00000186193	SAPCD2
ENSG00000186197	EDARADD
ENSG00000186198	SLC51B
ENSG00000186205	MARC1
ENSG00000186212	SOWAHB
ENSG00000186222	BLOC1S4
ENSG00000186230	ZNF749
ENSG00000186260	MKL2
ENSG00000186280	KDM4D
ENSG00000186281	GPAT2
ENSG00000186297	GABRA5
ENSG00000186310	NAP1L3
ENSG00000186314	PRELID2
ENSG00000186318	BACE1
ENSG00000186329	TMEM212
ENSG00000186340	THBS2
ENSG00000186350	RXRA
ENSG00000186352	ANKRD37
ENSG00000186364	NUDT17
ENSG00000186376	ZNF75D
ENSG00000186416	NKRF
ENSG00000186431	FCAR
ENSG00000186432	KPNA4
ENSG00000186439	TRDN
ENSG00000186446	ZNF501
ENSG00000186448	ZNF197
ENSG00000186451	SPATA12
ENSG00000186462	NAP1L2
ENSG00000186468	RPS23
ENSG00000186469	GNG2
ENSG00000186472	PCLO
ENSG00000186480	INSIG1
ENSG00000186487	MYT1L
ENSG00000186493	C5orf38
ENSG00000186501	TMEM222
ENSG00000186517	ARHGAP30
ENSG00000186522	SEPT10
ENSG00000186523	FAM86B1
ENSG00000186532	SMYD4
ENSG00000186566	GPATCH8
ENSG00000186567	CEACAM19
ENSG00000186575	NF2
ENSG00000186591	UBE2H
ENSG00000186603	HPDL
ENSG00000186625	KATNA1
ENSG00000186635	ARAP1
ENSG00000186642	PDE2A
ENSG00000186660	ZFP91
ENSG00000186665	C17orf58
ENSG00000186666	BCDIN3D
ENSG00000186684	CYP27C1
ENSG00000186710	CFAP73
ENSG00000186716	BCR
ENSG00000186767	SPIN4
ENSG00000186787	SPIN2B
ENSG00000186806	VSIG10L
ENSG00000186812	ZNF397
ENSG00000186814	ZSCAN30
ENSG00000186832	KRT16
ENSG00000186834	HEXIM1
ENSG00000186847	KRT14
ENSG00000186868	MAPT
ENSG00000186871	ERCC6L
ENSG00000186889	TMEM17
ENSG00000186908	ZDHHC17
ENSG00000186918	ZNF395
ENSG00000186951	PPARA
ENSG00000186976	EFCAB6
ENSG00000186994	KANK3
ENSG00000187017	ESPN
ENSG00000187051	RPS19BP1
ENSG00000187068	C3orf70
ENSG00000187079	TEAD1
ENSG00000187091	PLCD1
ENSG00000187097	ENTPD5
ENSG00000187109	NAP1L1
ENSG00000187122	SLIT1
ENSG00000187123	LYPD6
ENSG00000187134	AKR1C1
ENSG00000187144	SPATA21
ENSG00000187147	RNF220
ENSG00000187164	SHTN1
ENSG00000187186	RP11-195F19.5
ENSG00000187187	ZNF546
ENSG00000187210	GCNT1
ENSG00000187231	SESTD1
ENSG00000187240	DYNC2H1
ENSG00000187244	BCAM
ENSG00000187257	RSBN1L
ENSG00000187266	EPOR
ENSG00000187323	DCC
ENSG00000187398	LUZP2
ENSG00000187416	LHFPL3
ENSG00000187446	CHP1
ENSG00000187479	C11orf96
ENSG00000187498	COL4A1
ENSG00000187514	PTMA
ENSG00000187531	SIRT7
ENSG00000187546	AGMO
ENSG00000187554	TLR5
ENSG00000187559	FOXD4L3
ENSG00000187566	NHLRC1
ENSG00000187583	PLEKHN1
ENSG00000187601	MAGEH1
ENSG00000187605	TET3
ENSG00000187607	ZNF286A
ENSG00000187609	EXD3
ENSG00000187624	C17orf97
ENSG00000187626	ZKSCAN4
ENSG00000187627	RGPD1
ENSG00000187630	DHRS4L2
ENSG00000187634	SAMD11
ENSG00000187678	SPRY4
ENSG00000187688	TRPV2
ENSG00000187690	CXorf67
ENSG00000187720	THSD4
ENSG00000187726	DNAJB13
ENSG00000187730	GABRD
ENSG00000187735	TCEA1
ENSG00000187736	NHEJ1
ENSG00000187741	FANCA
ENSG00000187742	SECISBP2
ENSG00000187754	SSX7
ENSG00000187758	ADH1A
ENSG00000187764	SEMA4D
ENSG00000187772	LIN28B
ENSG00000187775	DNAH17
ENSG00000187778	MCRS1
ENSG00000187790	FANCM
ENSG00000187792	ZNF70
ENSG00000187800	PEAR1
ENSG00000187801	ZFP69B
ENSG00000187815	ZFP69
ENSG00000187823	ZCCHC16
ENSG00000187824	TMEM220
ENSG00000187837	HIST1H1C
ENSG00000187838	PLSCR3
ENSG00000187840	EIF4EBP1
ENSG00000187862	TTC24
ENSG00000187866	FAM122A
ENSG00000187867	PALM3
ENSG00000187908	DMBT1
ENSG00000187951	ARHGAP11B
ENSG00000187954	CYHR1
ENSG00000187955	COL14A1
ENSG00000187961	KLHL17
ENSG00000187994	RINL
ENSG00000188001	TPRG1
ENSG00000188004	C1orf204
ENSG00000188010	MORN2
ENSG00000188015	S100A3
ENSG00000188021	UBQLN2
ENSG00000188026	RILPL1
ENSG00000188042	ARL4C
ENSG00000188060	RAB42
ENSG00000188070	C11orf95
ENSG00000188092	GPR89B
ENSG00000188112	C6orf132
ENSG00000188130	MAPK12
ENSG00000188133	TMEM215
ENSG00000188153	COL4A5
ENSG00000188157	AGRN
ENSG00000188158	NHS
ENSG00000188167	TMPPE
ENSG00000188171	ZNF626
ENSG00000188177	ZC3H6
ENSG00000188186	LAMTOR4
ENSG00000188215	DCUN1D3
ENSG00000188227	ZNF793
ENSG00000188229	TUBB4B
ENSG00000188257	PLA2G2A
ENSG00000188266	HYKK
ENSG00000188283	ZNF383
ENSG00000188290	HES4
ENSG00000188295	ZNF669
ENSG00000188312	CENPP
ENSG00000188313	PLSCR1
ENSG00000188315	C3orf62
ENSG00000188321	ZNF559
ENSG00000188338	SLC38A3
ENSG00000188342	GTF2F2
ENSG00000188343	FAM92A
ENSG00000188352	FOCAD
ENSG00000188368	PRR19
ENSG00000188386	PPP3R2
ENSG00000188393	CLEC2A
ENSG00000188404	SELL
ENSG00000188419	CHM
ENSG00000188452	CERKL
ENSG00000188483	IER5L
ENSG00000188486	H2AFX
ENSG00000188488	SERPINA5
ENSG00000188501	LCTL
ENSG00000188505	NCCRP1
ENSG00000188517	COL25A1
ENSG00000188522	FAM83G
ENSG00000188523	CFAP77
ENSG00000188529	SRSF10
ENSG00000188542	DUSP28
ENSG00000188549	C15orf52
ENSG00000188554	NBR1
